Open;Close;High;Low;Volume;Date
55894,73828;56751,4;56906,07813;54616,28906;;11/05/2021
56731,35938;50419,71;57954,71875;50412,53906;;12/05/2021
49525,51172;49729,82;51336,23828;47181,12891;;13/05/2021
49306,53906;49932,56;51508,26953;48980,94141;;14/05/2021
49925,30078;46837,94;50643,75;46737,12109;;15/05/2021
46951,87109;46453,69;49694,62891;44001,08984;;16/05/2021
46499,76172;43484,87;46557,78125;42326,14063;;17/05/2021
43683,19922;42999,85;45769,39844;42450,03906;;18/05/2021
42977,48047;37335,3;43501,76953;30971,34961;;19/05/2021
37124,80078;40671,9;42348,76172;35316,60156;;20/05/2021
40694,19141;37201,3;42030,07813;34035,39844;;21/05/2021
37331,76172;37548,16;38772,12891;35574,48047;;22/05/2021
37500,19141;34871,35;38234,96094;31476,69922;;23/05/2021
34816,23047;38649,98;39651,67188;34692,12891;;24/05/2021
38812,05859;38270,47;39786,76172;36681,83984;;25/05/2021
38381,85938;39253,29;40719,48828;37916,35938;;26/05/2021
39249,96094;38462,93;40283,85938;37295,69141;;27/05/2021
38457,57031;35670,69;38838,42188;34816,35156;;28/05/2021
35708,17969;34576,78;37186,5;33744,16016;;29/05/2021
34616,85938;35660,99;36402,41016;33608,01172;;30/05/2021
35637,01172;37307,08;37442,60156;34261,16016;;31/05/2021
37249,85156;36635,15;37844,73047;35815,73828;;1/06/2021
36718,78906;37599,42;38167,07031;36014,53906;;2/06/2021
37534,07813;39135,49;39467,67188;37267,32813;;3/06/2021
39218,89063;36941,02;39218,89063;35811,76953;;4/06/2021
36903,46875;35561,6;37900,92188;34932,05859;;5/06/2021
35543,69922;35806,37;36420,62891;35359,80078;;6/06/2021
35842,12109;33526,24;36740,42188;33449,98828;;7/06/2021
33622,96875;33433,52;34032,19141;31242,65039;;8/06/2021
33402,94922;37285,4;37509,57813;32476,88086;;9/06/2021
37400,30078;36720,54;38292,64063;35853,05078;;10/06/2021
36664,19141;37251,18;37577,69922;36009,10156;;11/06/2021
37326,37109;35539,3;37385,53125;34796,33984;;12/06/2021
35561,64844;39093,8;39247,41016;34912,23047;;13/06/2021
39054,26953;40461,82;40933,89063;38796,76953;;14/06/2021
40495,78906;40231,57;41287,35156;39648,35156;;15/06/2021
40130,01953;38339,76;40453,89063;38166,03125;;16/06/2021
38349,44141;38078,6;39509,30078;37539,12109;;17/06/2021
38050,23828;35658,52;38180,82813;35230,60156;;18/06/2021
35775,73828;35547,73;36326,23828;34910,57031;;19/06/2021
35518,32813;35669,1;35987,69922;33455,28125;;20/06/2021
35591,57031;31607,73;35693,10938;31358,25977;;21/06/2021
31690,46094;32454,55;33224,94922;29062,35938;;22/06/2021
32499,81055;33631,96;34707,16016;31924,03906;;23/06/2021
33683,67188;34621,61;35191,05859;32423,56055;;24/06/2021
34679,33984;31711,31;35457,94141;31355,61914;;25/06/2021
31667,73047;31954,4;32618,10938;30258,15039;;26/06/2021
32252,89063;34592,41;34668,30078;31954,42969;;27/06/2021
34640,32031;34416,81;35200,57813;33964,82813;;28/06/2021
34496,73047;35884,7;36500,87891;34286,55859;;29/06/2021
35898,76953;35020,6;36051,46875;34094,73828;;30/06/2021
35044,76953;33556,63;35050,73047;32910,67188;;1/07/2021
33526,98047;33884;33919,39844;32773,23047;;2/07/2021
33833,98047;34663,68;34881,80859;33402,87109;;3/07/2021
34630,89844;35309,54;35920,76953;34418,83984;;4/07/2021
35174,73047;33820,02;35313,44922;33274,92188;;5/07/2021
33715,46094;34168,25;35083,01172;33610,58984;;6/07/2021
34207,69922;33851,71;34984,58984;33847,28906;;7/07/2021
33864,32813;32846,71;33892,39063;32227,91016;;8/07/2021
32852,03906;33893,99;34022,53906;32339,15039;;9/07/2021
33806,35938;33541,98;34200,89063;33145,57813;;10/07/2021
33562,21875;34236,41;34543,62109;33368,46875;;11/07/2021
34251,98047;33154,59;34584,32031;32698,06055;;12/07/2021
33086,17188;32692,81;33308,03906;32280,36914;;13/07/2021
32758,34961;32817,58;33035,5;31720,98047;;14/07/2021
32824,73828;31678,61;33151,30078;31224,57031;;15/07/2021
31884,33984;31465,97;32212,40039;31122,18945;;16/07/2021
31444,0293;31582,98;31923,78906;31274,53906;;17/07/2021
31562,25;31805,54;32387,0293;31301,64063;;18/07/2021
31786,53906;30859,38;31876,4707;30545,19922;;19/07/2021
30870,74023;29797,27;31023,36914;29374,42969;;20/07/2021
29798,98047;32114,55;32542,06055;29541,94922;;21/07/2021
32119,74023;32311,53;32530,05078;31769,2207;;22/07/2021
32335,78906;33545,67;33545,67188;32075,08984;;23/07/2021
33640,98047;34265,62;34489,62891;33447,73047;;24/07/2021
34258,82813;35298,29;35298,28906;33931,42969;;25/07/2021
35339,03906;37395,85;40367,78906;35272,98828;;26/07/2021
37273;39312,77;39320,37109;36477,64063;;27/07/2021
39383,71094;40014,52;40802,26172;38928,35156;;28/07/2021
40000,12109;40045,83;40580,12891;39376,48047;;29/07/2021
40043,73828;42066,04;42071,32813;38425,32813;;30/07/2021
42220,08984;41738,4;42228,37109;41124,30078;;31/07/2021
41543,01953;40097,11;42499,08984;39842,19141;;1/08/2021
39889,92188;39218,24;40372,35938;38741,73047;;2/08/2021
39164,19141;38153,28;39752,26953;37790,37891;;3/08/2021
38199,98047;39782,14;39949,48828;37600,69922;;4/08/2021
39746,03906;40870,97;41347,57813;37460,12109;;5/08/2021
40872,26953;42825,68;43135,26953;39949,42969;;6/08/2021
42819,92969;44617,57;44624,53906;42658,03125;;7/08/2021
44491,64063;43804,84;45219,91016;43362,51172;;8/08/2021
43880,05078;46282,29;46427,39063;42917,51172;;9/08/2021
46245,28125;45601,14;46591,10156;44749,33984;;10/08/2021
45594,05859;45699,25;46738,69922;45412,71094;;11/08/2021
45572,28906;44463,84;46202,51172;43882,46094;;12/08/2021
44446,03906;47774,98;47795,26953;44333,91016;;13/08/2021
47766,19141;47096,72;48089,37891;46220,57813;;14/08/2021
47118,57813;47087,85;47335,14063;45659,32031;;15/08/2021
47070,64063;45989,68;47987,41016;45730,44141;;16/08/2021
45956,67969;44645,05;47134,71094;44577;;17/08/2021
44714,26953;44898,59;45956,05859;44443,03906;;18/08/2021
44790,28906;46659,38;46904,98047;44065,05859;;19/08/2021
46713,41016;49281,7;49292,33984;46659,44922;;20/08/2021
49309,87109;48983,88;49793,5;48484,69141;;21/08/2021
48928,05078;49331,17;49474,76172;48270,73828;;22/08/2021
49310,39844;49539,87;50469,37891;49098,19141;;23/08/2021
49495,78906;47803,92;49867,55078;47758,57813;;24/08/2021
47769,07813;48964,5;49194,80859;47156,75;;25/08/2021
49011,37109;46994,32;49343,80078;46513,23828;;26/08/2021
46883,69922;49039,03;49117;46505,26953;;27/08/2021
49080,12891;48895,01;49296,05078;48472,46094;;28/08/2021
48933,39063;48863,61;49589,10156;48019,85156;;29/08/2021
48787,62891;46976,74;48900,26953;46939,87109;;30/08/2021
46963,03125;47215,31;48153,01953;46763,30859;;31/08/2021
47116,69141;48810,43;48974,51172;46613,85156;;1/09/2021
48877,05859;49352,11;50344,46094;48672,82813;;2/09/2021
49282,07031;50035,71;50968;48424,98828;;3/09/2021
49976,37891;49947,27;50547,17969;49568,17188;;4/09/2021
49954,21094;51750,58;51864,5;49550,71875;;5/09/2021
51772,33984;52687,98;52723,78906;51183,28125;;6/09/2021
52692,10938;46800,13;52911,55078;45648,37109;;7/09/2021
46926,01953;46066,22;47302,64063;44557,78125;;8/09/2021
46078,07031;46401,69;47331,71094;45686,07031;;9/09/2021
46436,98047;44884;47021,76172;44371,10156;;10/09/2021
44901,28906;45146,78;46007,30859;44839,87891;;11/09/2021
45180,08984;46112,79;46390,28906;44859,44922;;12/09/2021
46053,66016;45005,03;46535,44922;43701,17188;;13/09/2021
44966,94141;47029,75;47222,69922;44845,87891;;14/09/2021
47111,69922;48145,62;48439,58984;46812,19922;;15/09/2021
48126,67188;47804,98;48483,83984;47133,73047;;16/09/2021
47792,28125;47247,64;48145,82031;46874,69141;;17/09/2021
47327,23047;48262,14;48779,05078;47125,91016;;18/09/2021
48292,01172;47254,7;48333,60938;46971,23828;;19/09/2021
47287,71094;42928,22;47298,85938;42633,48828;;20/09/2021
42986,64063;40608,51;43581,5;39916,05859;;21/09/2021
40689,35938;43603,29;43963,41016;40547,44141;;22/09/2021
43581,30078;44894,36;44933,85938;43185,37109;;23/09/2021
44899,26953;42803,58;45083,10156;40977,64844;;24/09/2021
42856,91016;42760,16;42960,07031;41739,35938;;25/09/2021
42743,64063;43223,79;43877,23828;40983,42188;;26/09/2021
43144,05859;42293,6;44296,12109;42254,25;;27/09/2021
42266,5;41060,9;42762,51172;40994,96875;;28/09/2021
41049,80859;41527,36;42544,76953;40890,19922;;29/09/2021
41531,92188;43743,81;44071,60938;41456,53906;;30/09/2021
43828,44922;48098,48;48416,35156;43343,25;;1/10/2021
48123,08984;47721,56;48227,42969;47479,57813;;2/10/2021
47660,03125;48216,17;49109,25;47191,48047;;3/10/2021
48175,60938;49088,96;49448,60938;47039,05078;;4/10/2021
49259,55078;51525,86;51767,67188;49089,78906;;5/10/2021
51435,89063;55396,05;55528,87891;50469,94141;;6/10/2021
55253,58984;53773,23;55402,89844;53566,39063;;7/10/2021
53812,71094;53946,2;55893,14844;53686,53125;;8/10/2021
53965,60156;54996,79;55363,37891;53754,98828;;9/10/2021
54945,53906;54704,27;56296,05078;54248,71875;;10/10/2021
54673,69141;57369,35;57752,58984;54572,69141;;11/10/2021
57441,14063;56072,97;57617,46875;54657,35938;;12/10/2021
56028,03906;57389,21;57674,23047;54364,67969;;13/10/2021
62203,00781;64223,97;64431,96875;61725,05859;;19/10/2021
64325,30859;65990,36;66894,00781;63575,39063;;20/10/2021
65989,92969;62250,93;66574,3125;62207,25;;21/10/2021
62195,44922;60716,61;63676,5;60169,98828;;22/10/2021
60698,39063;61288,25;61716,64063;59952,78125;;23/10/2021
61312,98047;60907,82;61476,37891;59659,73047;;24/10/2021
60896,01953;62984,58;63684,58984;60699,32031;;25/10/2021
63086,03906;60397,79;63248,48047;60012,17969;;26/10/2021
60340,21875;58596,74;61457,26953;58317,73047;;27/10/2021
58511,26953;60555,53;61988,78125;58273,89063;;28/10/2021
60600,66016;62245,68;62931,19141;60383,53125;;29/10/2021
62289,92188;61748,01;62333,85938;60971,30859;;30/10/2021
61972,80078;61383,07;62391,76953;60116,17188;;31/10/2021
61362,46875;61083,88;62402,25;59795,73047;;1/11/2021
60968,21094;63180,21;64221,5;60731,17188;;2/11/2021
63310,53906;62959,45;63466,69922;61722,69922;;3/11/2021
62922,10938;61440,19;63085,82813;60830,69141;;4/11/2021
61466,48828;61061,08;62539,23047;60830,51172;;5/11/2021
61001,57031;61520,51;61583,85156;60220,87109;;6/11/2021
61550,10156;63215,25;63268,58984;61459,07031;;7/11/2021
63377,28906;67499,19;67676,0625;63212,08984;;8/11/2021
67507,28906;67011,66;68462,67188;66403,75;;9/11/2021
67002,52344;64911,37;68763,79688;63967,33984;;10/11/2021
64868,39844;64880,54;65530,41016;64184,26172;;11/11/2021
64850,67188;64326,95;65420,64844;62431,67188;;12/11/2021
64195,5;64481,33;64935,42969;63452,05859;;13/11/2021
64501,57031;65476,63;65479;63719,25;;14/11/2021
65680,90625;63741,09;66258,75;63485,07031;;15/11/2021
63481,55859;60231,35;63727,23047;59104,92188;;16/11/2021
60176,23047;60372,56;60763,44922;58685,10156;;17/11/2021
60335,35938;56898,73;60927,92969;56586,14063;;18/11/2021
57019,85156;58158,85;58361,46875;55706,98047;;19/11/2021
58177,94141;59781,95;59880,62109;57640,37891;;20/11/2021
59807,87109;58783,08;59994,03906;58702,23828;;21/11/2021
58857,03906;56402,99;59096,07813;55746,62891;;22/11/2021
56307,78125;57636,05;57846,67969;55701,10938;;23/11/2021
57613,17188;57197,47;57677,94141;56004,89063;;24/11/2021
57246,66016;58956,78;59411,94141;57095,76172;;25/11/2021
59030,5;53663,39;59161,96875;53634,92969;;26/11/2021
53767;54643,21;55299;53630,87891;;27/11/2021
54706,48047;57208,24;57442,46094;53633,60938;;28/11/2021
57388,26953;57854,25;58800,14844;56793,78906;;29/11/2021
57855,01172;57052,87;59139,71875;56063,76953;;30/11/2021
56945,28906;57187,39;59030,92188;56608,60938;;1/12/2021
57208,57031;56475,07;57333,05859;55901,03125;;2/12/2021
56558,57813;53547,98;57391,78906;52768,12891;;3/12/2021
53705,91016;49273,68;53865,78125;46537,98047;;4/12/2021
49303,80078;49387,34;49730,17969;47938,26953;;5/12/2021
49509,46875;50554,34;50913,62891;47302,10938;;6/12/2021
50542,07813;50670,88;51935,32813;50193,42969;;7/12/2021
50654,87109;50511,39;51138,62891;48856,48047;;8/12/2021
50509,69922;47803,5;50772,10938;47366,62109;;9/12/2021
47683,12891;47261;49855,64063;47229,16016;;10/12/2021
47258,35938;49391,28;49479,89844;46986,71875;;11/12/2021
49439,98828;50080,42;50728,57813;48764,28125;;12/12/2021
50072,30078;46752,3;50194,96875;45910,03906;;13/12/2021
46698,37891;48404,21;48611,76953;46396,19141;;14/12/2021
48367,39844;48879,41;49391,66016;46715,73828;;15/12/2021
48881,82813;47669,3;49366,80078;47591,78125;;16/12/2021
47626,80859;46351,47;47995,26953;45636,05859;;17/12/2021
46268,75;46878,66;47328,07813;45598,26953;;18/12/2021
46841,76953;46733,45;48051,41016;46512,07031;;19/12/2021
46709,41016;46974,98;47343,26953;45617,89063;;20/12/2021
46966,80078;48984,01;49303,51953;46698;;21/12/2021
48957,76172;48642,59;49542,48047;48465,98828;;22/12/2021
48639,44141;50771,13;51331,14844;48106,55078;;23/12/2021
50839,62891;50775,48;51798,32813;50522,92969;;24/12/2021
50825,19141;50622,18;51130,62109;50300,12109;;25/12/2021
50479,17188;50807,28;51202,85938;49683,71875;;26/12/2021
50837,30859;50719,5;51984,82813;50512,32031;;27/12/2021
50700,32813;47610,05;50737,83984;47370,32031;;28/12/2021
47602,64844;46467,12;48110,73047;46196,69141;;29/12/2021
46488,67969;47137,22;47891,19922;46077,23047;;30/12/2021
47121,55859;46278,18;48545,16016;45747,5;;31/12/2021
46262,35938;47722,9;47886,92969;46222,58984;;1/01/2022
47740,92188;47349,38;47937,19141;46770,76172;;2/01/2022
47289,21094;46438,49;47523,35156;45756,35938;;3/01/2022
46500,64063;45888,98;47488,14844;45676,37891;;4/01/2022
45864,26953;43531,19;46984,28906;42624,53906;;5/01/2022
43456,87109;43127,1;43742,66016;42596,78125;;6/01/2022
43112,03906;41549,81;43145,76953;40975,92188;;7/01/2022
41652,35156;41737,89;42291,89063;40633,21875;;8/01/2022
41703,25;41869,45;42764,75;41310,44141;;9/01/2022
41864,96094;41840,4;42235,98828;39768,91016;;10/01/2022
41853,28125;42706,54;43086,25;41339,10938;;11/01/2022
42755,60938;43938,34;44210,10156;42513,32031;;12/01/2022
43919,37891;42543,01;44380,80859;42375,12891;;13/01/2022
42592,85938;43084,23;43418,35156;41874,26953;;14/01/2022
43123,12109;43154,63;43770,42969;42640,21875;;15/01/2022
43100,62891;43104,81;43456,10156;42741,85938;;16/01/2022
43110,64063;42246,84;43184,87891;41617,89844;;17/01/2022
42254,46094;42375,78;42587,39844;41350,41016;;18/01/2022
42388,64844;41722,01;42562,91016;41208,28125;;19/01/2022
41712,23047;40664,65;43469,25;40638,21875;;20/01/2022
40702,89844;36416,67;41087,67969;36033,75;;21/01/2022
36521,51953;35051,75;36706,30859;34388,17969;;22/01/2022
35100,08984;36301,05;36497,46094;34711,71875;;23/01/2022
36272,87109;36676,12;37397,23828;33191,62109;;24/01/2022
36676,73047;36945,29;37487,98047;35743,75;;25/01/2022
36976,28906;36857,48;38654,14844;36337;;26/01/2022
36831,71094;37176,68;37202,73047;35615,10156;;27/01/2022
37149,60156;37796,98;37992,83984;36211,25;;28/01/2022
37710,35938;38158,79;38620,30859;37386,55078;;29/01/2022
38173,19922;37922,46;38325,42969;37426,91016;;30/01/2022
37919,57813;38509,44;38711,46875;36714,83984;;31/01/2022
38452,55859;38747,44;39242,82031;38104,5;;1/02/2022
38741,82813;36930,04;38865,28125;36748,07031;;2/02/2022
36933,28906;37077,18;37114,92188;36330,69141;;3/02/2022
37285,80859;41598,65;41625,46094;37076,98047;;4/02/2022
41544,30078;41432,33;41897,94141;41004,10156;;5/02/2022
41447,37891;42398,08;42561,69141;41254,80078;;6/02/2022
42469,44922;43860,24;44461,1;41729,65;;7/02/2022
43893,74;44139,77;45386,07;42787,15;;8/02/2022
44103,47;44319,94;44802,08;43230,71;;9/02/2022
44412,12;43570,13;45671,93;43346,5;;10/02/2022
43525,94;42400,2;43906,66;42054,26;;11/02/2022
42394,43;42238,65;43012,12;41826,91;;12/02/2022
42226,94;42217,96;42728,19;41923,12;;13/02/2022
42095,07;42574,22;42808,64;41669,89;;14/02/2022
42579,77;44601,52;44745,61;42489,02;;15/02/2022
44537,91;43960,97;44604,65;43417,94;;16/02/2022
43897,91;40501,33;44164,39;40194,68;;17/02/2022
40530,9;40022,48;40938,76;39619,58;;18/02/2022
40006,66;40136,35;40446,82;39697,79;;19/02/2022
40091,65;38422,95;40136,46;38070,89;;20/02/2022
38432,12;37029,99;39425,63;36966,65;;21/02/2022
37075,89;38295,02;38428,1;36464,98;;22/02/2022
38277,02;37313,04;39188,41;37174,23;;23/02/2022
37270,37;38339,98;39080,15;34432,35;;24/02/2022
38360,65;39219,76;39663,88;38076,86;;25/02/2022
39222,7;39130,58;40034,41;38679,46;;26/02/2022
39140,04;37707,09;39817,42;37242,65;;27/02/2022
37703,57;43170,2;43816,9;37506,89;;28/02/2022
43209,33;44390,39;44842,58;42931,75;;1/03/2022
44415,12;43918,96;45143,3;43393,35;;2/03/2022
43906,81;42453,79;44065,43;41871,9;;3/03/2022
42451,44;39119,57;42493,02;38621,68;;4/03/2022
39163,43;39392,1;39581,54;38702,19;;5/03/2022
39395,27;38403,59;39644,14;38158,72;;6/03/2022
38472,01;38050,64;39501,02;37228,38;;7/03/2022
38018,86;38737,75;39331,56;37931,72;;8/03/2022
38725,61;41997,77;42531,47;38687,65;;9/03/2022
41980,75;39444,77;42038,58;38833,59;;10/03/2022
39427,71;38764,89;40126,2;38276,29;;11/03/2022
38713,23;38891,02;39336,11;38695,51;;12/03/2022
38831,33;37830,15;39264,09;37634,67;;13/03/2022
37767,47;39700,66;39774,99;37628,78;;14/03/2022
39677,07;39350,29;39827,63;38300,13;;15/03/2022
39334,08;41132,88;41475,79;38986,76;;16/03/2022
41122,29;40964,65;41370,46;40612,14;;17/03/2022
40933,46;41845,22;42207,84;40276,75;;18/03/2022
